10 0
10 0.12732
10 0.25465
10 0.38197
10 0.5093
10 0.63662
10 0.76394
10 0.89127
10 1.0186
10 1.1459
10 1.2732
10 1.4006
10 1.5279
10 1.6552
10 1.7825
10 1.9099
10 2.0372
10 2.1645
10 2.2918
10 2.4192
10 2.5465
10 2.6738
10 2.8011
10 2.9285
10 3.0558
10 3.1831
10 3.3104
10 3.4377
10 3.5651
10 3.6924
10 3.8197
10 3.947
10 4.0744
10 4.2017
10 4.329
10 4.4563
10 4.5837
10 4.711
10 4.8383
10 4.9656
10 5.093
10 5.2203
10 5.3476
10 5.4749
10 5.6023
10 5.7296
10 5.8569
10 5.9842
10 6.1115
10 6.2389
10 6.3662
10 6.4935
10 6.6208
10 6.7482
10 6.8755
10 7.0028
10 7.1301
10 7.2575
10 7.3848
10 7.5121
10 7.6394
10 7.7668
10 7.8941
10 8.0214
10 8.1487
10 8.2761
10 8.4034
10 8.5307
10 8.658
10 8.7854
10 8.9127
10 9.04
10 9.1673
10 9.2946
10 9.422
10 9.5493
10 9.6766
10 9.8039
10 9.9313
10 10.0586
10 10.1859
10 10.3132
10 10.4406
10 10.5679
10 10.6952
10 10.8225
10 10.9499
10 11.0772
10 11.2045
10 11.3318
10 11.4592
10 11.5865
10 11.7138
10 11.8411
10 11.9685
10 12.0958
10 12.2231
10 12.3504
10 12.4777
10 12.6051
10 12.7324
10 12.8597
10 12.987
10 13.1144
10 13.2417
10 13.369
10 13.4963
10 13.6237
10 13.751
10 13.8783
10 14.0056
10 14.133
10 14.2603
10 14.3876
10 14.5149
10 14.6423
10 14.7696
10 14.8969
10 15.0242
10 15.1516
10 15.2789
10 15.4062
10 15.5335
10 15.6608
10 15.7882
10 15.9155
10 16.0428
10 16.1701
10 16.2975
10 16.4248
10 16.5521
10 16.6794
10 16.8068
10 16.9341
10 17.0614
10 17.1887
10 17.3161
10 17.4434
10 17.5707
10 17.698
10 17.8254
10 17.9527
10 18.08
10 18.2073
10 18.3346
10 18.462
10 18.5893
10 18.7166
10 18.8439
10 18.9713
10 19.0986
10 19.2259
10 19.3532
10 19.4806
10 19.6079
10 19.7352
10 19.8625
10 19.9899
10 19.8828
10 19.7555
10 19.6282
10 19.5008
