10 20
10 19.9959
10 19.9835
10 19.9629
10 19.9341
10 19.8972
10 19.8522
10 19.7991
10 19.7381
10 19.6692
10 19.5925
10 19.5082
10 19.4164
10 19.3171
10 19.2106
10 19.097
10 18.9765
10 18.8492
10 18.7154
10 18.5752
10 18.4288
10 18.2764
10 18.1182
10 17.9546
10 17.7857
10 17.6117
10 17.4329
10 17.2496
10 17.062
10 16.8703
10 16.675
10 16.4761
10 16.2741
10 16.0691
10 15.8615
10 15.6516
10 15.4396
10 15.2258
10 15.0106
10 14.7942
10 14.5769
10 14.3591
10 14.1409
10 13.9227
10 13.7048
10 13.4875
10 13.271
10 13.0556
10 12.8416
10 12.6293
10 12.419
10 12.2109
10 12.0052
10 11.8023
10 11.6023
10 11.4055
10 11.2122
10 11.0225
10 10.8367
10 10.655
10 10.4775
10 10.3046
10 10.1363
10 9.9729
10 9.8144
10 9.6612
10 9.5132
10 9.3707
10 9.2337
10 9.1025
10 8.977
10 8.8574
10 8.7438
10 8.6363
10 8.5348
10 8.4395
10 8.3504
10 8.2676
10 8.191
10 8.1207
10 8.0566
10 7.9988
10 7.9472
10 7.9018
10 7.8625
10 7.8294
10 7.8023
10 7.7811
10 7.7659
10 7.7564
10 7.7526
10 7.7544
10 7.7617
10 7.7743
10 7.7921
10 7.815
10 7.8428
10 7.8753
10 7.9125
10 7.954
10 7.9998
10 8.0497
10 8.1035
10 8.161
10 8.222
10 8.2863
10 8.3537
10 8.424
10 8.497
10 8.5724
10 8.6502
10 8.73
10 8.8116
10 8.8948
10 8.9795
10 9.0654
10 9.1522
10 9.2398
10 9.328
10 9.4165
10 9.5051
10 9.5937
10 9.682
10 9.7698
10 9.857
10 9.9433
10 10.0285
10 10.1126
10 10.1952
10 10.2762
10 10.3555
10 10.4328
10 10.5081
10 10.5812
10 10.6519
10 10.7202
10 10.7858
10 10.8487
10 10.9087
10 10.9658
10 11.0198
10 11.0707
10 11.1183
10 11.1627
10 11.2036
10 11.2412
10 11.2753
10 11.3058
10 11.3328
10 11.3563
10 11.3761
10 11.3923
10 11.405
10 11.414
10 11.4195
10 11.4214
10 11.4198
10 11.4148
10 11.4063
10 11.3944
10 11.3792
10 11.3607
10 11.3391
10 11.3144
10 11.2867
10 11.256
10 11.2226
10 11.1864
10 11.1477
10 11.1064
10 11.0628
10 11.017
10 10.9691
10 10.9191
10 10.8674
10 10.8139
10 10.7589
10 10.7025
10 10.6448
10 10.5859
10 10.5261
10 10.4655
10 10.4042
10 10.3423
10 10.2802
10 10.2177
10 10.1553
10 10.0929
10 10.0307
10 9.9689
10 9.9076
10 9.847
10 9.7872
10 9.7283
10 9.6705
10 9.614
10 9.5587
10 9.5049
10 9.4527
10 9.4022
10 9.3535
10 9.3067
10 9.2619
10 9.2192
10 9.1787
10 9.1404
10 9.1045
10 9.0711
10 9.0401
10 9.0117
10 8.9859
10 8.9627
10 8.9422
10 8.9244
10 8.9094
10 8.8972
10 8.8878
10 8.8811
10 8.8773
10 8.8762
10 8.8779
10 8.8824
10 8.8896
10 8.8996
10 8.9121
10 8.9274
10 8.9451
10 8.9655
10 8.9882
10 9.0134
10 9.0409
10 9.0706
10 9.1025
10 9.1365
10 9.1724
10 9.2103
10 9.2499
10 9.2913
10 9.3342
10 9.3786
10 9.4243
10 9.4713
10 9.5194
10 9.5685
10 9.6185
10 9.6693
10 9.7207
10 9.7726
10 9.8249
10 9.8774
10 9.9301
10 9.9828
10 10.0353
10 10.0876
10 10.1395
10 10.1909
10 10.2417
10 10.2917
10 10.3408
10 10.389
10 10.4361
10 10.4819
10 10.5265
10 10.5696
10 10.6112
10 10.6512
10 10.6895
10 10.7259
10 10.7605
10 10.7932
10 10.8238
10 10.8523
10 10.8786
10 10.9027
10 10.9245
10 10.944
10 10.9611
10 10.9758
10 10.9881
10 10.9979
10 11.0052
10 11.0101
10 11.0124
10 11.0122
10 11.0095
10 11.0043
10 10.9966
